,cam2,label
53,2019-04-05-10-36-54-279485-CAM2_pet-clair_grp54.png,pet-clair
54,2019-04-05-10-36-59-742997-CAM2_pet-clair_grp55.png,pet-clair
55,2019-04-05-10-37-11-619440-CAM2_pet-clair_grp56.png,pet-clair
56,2019-04-05-10-37-22-699358-CAM2_pet-clair_grp57.png,pet-clair
57,2019-04-05-10-37-43-679201-CAM2_pet-clair_grp58.png,pet-clair
58,2019-04-05-10-37-55-827754-CAM2_pet-fonce_grp59.png,pet-fonce
59,2019-04-05-10-38-02-589819-CAM2_pet-fonce_grp60.png,pet-fonce
60,2019-04-05-10-38-08-651542-CAM2_pet-fonce_grp61.png,pet-fonce
61,2019-04-05-10-38-23-966625-CAM2_pet-fonce_grp62.png,pet-fonce
62,2019-04-05-10-38-37-575846-CAM2_pet-clair_grp63.png,pet-clair
63,2019-04-05-10-38-43-091454-CAM2_pet-clair_grp64.png,pet-clair
64,2019-04-05-10-38-51-381070-CAM2_pet-clair_grp65.png,pet-clair
65,2019-04-05-10-39-05-269961-CAM2_pet-fonce_grp66.png,pet-fonce
66,2019-04-05-10-39-14-423609-CAM2_pet-fonce_grp67.png,pet-fonce
67,2019-04-05-10-39-20-443192-CAM2_pet-fonce_grp68.png,pet-fonce
68,2019-04-05-10-39-27-743771-CAM2_pet-fonce_grp69.png,pet-fonce
69,2019-04-05-10-39-39-936598-CAM2_pet-fonce_grp70.png,pet-fonce
70,2019-04-05-10-39-45-993882-CAM2_pet-fonce_grp71.png,pet-fonce
71,2019-04-05-10-39-56-887219-CAM2_pet-fonce_grp72.png,pet-fonce
72,2019-04-05-10-40-03-702807-CAM2_pet-fonce_grp73.png,pet-fonce
73,2019-04-05-10-40-09-240582-CAM2_pet-fonce_grp74.png,pet-fonce
74,2019-04-05-10-40-56-732546-CAM2_plusieurs-objets_grp75.png,plusieurs-objets
75,2019-04-05-10-41-04-687166-CAM2_plusieurs-objets_grp76.png,plusieurs-objets
76,2019-04-05-10-41-22-901875-CAM2_plusieurs-objets_grp77.png,plusieurs-objets
77,2019-04-05-10-41-30-118460-CAM2_plusieurs-objets_grp78.png,plusieurs-objets
78,2019-04-05-10-41-59-349053-CAM2_pet-opaque_grp79.png,pet-opaque
79,2019-04-05-10-42-11-933112-CAM2_pe-hd-opaque_grp80.png,pe-hd-opaque
80,2019-04-05-10-42-20-041701-CAM2_pe-hd-opaque_grp81.png,pe-hd-opaque
81,2019-04-05-10-42-27-394928-CAM2_pe-hd-opaque_grp82.png,pe-hd-opaque
82,2019-04-05-10-42-38-057351-CAM2_pe-hd-opaque_grp83.png,pe-hd-opaque
83,2019-04-05-10-42-46-146062-CAM2_pe-hd-opaque_grp84.png,pe-hd-opaque
84,2019-04-05-10-42-58-998482-CAM2_pet-clair_grp85.png,pet-clair
85,2019-04-05-10-43-05-962832-CAM2_pet-clair_grp86.png,pet-clair
86,2019-04-05-10-43-16-501204-CAM2_pe-hd-opaque_grp87.png,pe-hd-opaque
87,2019-04-05-10-43-27-761809-CAM2_pe-hd-opaque_grp88.png,pe-hd-opaque
88,2019-04-05-10-43-33-819680-CAM2_pe-hd-opaque_grp89.png,pe-hd-opaque
89,2019-04-05-10-43-41-572089-CAM2_pe-hd-opaque_grp90.png,pe-hd-opaque
90,2019-04-05-10-44-39-168857-CAM2_pe-hd-opaque_grp91.png,pe-hd-opaque
91,2019-04-05-10-44-46-225000-CAM2_pe-hd-opaque_grp92.png,pe-hd-opaque
92,2019-04-05-10-44-59-355560-CAM2_pe-hd-opaque_grp93.png,pe-hd-opaque
93,2019-04-05-10-45-04-578188-CAM2_godet-vide_grp94.png,godet-vide
94,2019-04-05-10-45-16-171108-CAM2_pe-hd-opaque_grp95.png,pe-hd-opaque
95,2019-04-05-10-45-24-935113-CAM2_pe-hd-opaque_grp96.png,pe-hd-opaque
96,2019-04-05-10-45-51-706792-CAM2_pe-hd-opaque_grp97.png,pe-hd-opaque
97,2019-04-05-10-45-58-531765-CAM2_pe-hd-opaque_grp98.png,pe-hd-opaque
98,2019-04-05-10-49-35-106714-CAM2_pet-fonce_grp99.png,pet-fonce
99,2019-04-05-10-49-41-132355-CAM2_plusieurs-objets_grp100.png,plusieurs-objets
100,2019-04-05-10-50-01-868924-CAM2_pp_grp101.png,pp
101,2019-04-05-10-50-07-057395-CAM2_pp_grp102.png,pp
102,2019-04-05-10-50-18-335695-CAM2_pe-hd-opaque_grp103.png,pe-hd-opaque
103,2019-04-05-10-50-29-554472-CAM2_pe-hd-opaque_grp104.png,pe-hd-opaque
104,2019-04-05-10-50-36-858812-CAM2_pe-hd-opaque_grp105.png,pe-hd-opaque
105,2019-04-05-10-50-53-197341-CAM2_pet-clair_grp106.png,pet-clair
106,2019-04-05-10-51-09-131539-CAM2_plusieurs-objets_grp107.png,plusieurs-objets
107,2019-04-05-10-51-33-027526-CAM2_plusieurs-objets_grp108.png,plusieurs-objets
108,2019-04-05-10-51-40-042331-CAM2_plusieurs-objets_grp109.png,plusieurs-objets
109,2019-04-05-10-51-49-653377-CAM2_pet-fonce_grp110.png,pet-fonce
110,2019-04-05-10-51-59-995631-CAM2_pet-fonce_grp111.png,pet-fonce
111,2019-04-05-10-52-07-190480-CAM2_pet-fonce_grp112.png,pet-fonce
112,2019-04-05-10-52-21-794594-CAM2_pet-fonce_grp113.png,pet-fonce
113,2019-04-05-10-52-29-296414-CAM2_pet-fonce_grp114.png,pet-fonce
114,2019-04-05-10-52-40-860321-CAM2_pet-fonce_grp115.png,pet-fonce
115,2019-04-05-10-52-55-485391-CAM2_pp_grp116.png,pp
116,2019-04-05-10-53-02-861503-CAM2_godet-vide_grp117.png,godet-vide
117,2019-04-05-10-53-12-367611-CAM2_pp_grp118.png,pp
118,2019-04-05-10-53-18-390211-CAM2_pp_grp119.png,pp
119,2019-04-05-10-53-23-823982-CAM2_pp_grp120.png,pp
120,2019-04-05-10-53-30-442266-CAM2_pp_grp121.png,pp
121,2019-04-05-10-53-35-921895-CAM2_pp_grp122.png,pp
122,2019-04-05-10-53-41-946669-CAM2_pp_grp123.png,pp
123,2019-04-05-10-54-10-394801-CAM2_pet-clair_grp124.png,pet-clair
124,2019-04-05-10-54-17-948156-CAM2_pet-clair_grp125.png,pet-clair
125,2019-04-05-10-54-25-500019-CAM2_pet-clair_grp126.png,pet-clair
126,2019-04-05-10-54-33-096398-CAM2_godet-vide_grp127.png,godet-vide
127,2019-04-05-10-54-58-100444-CAM2_pe-hd-opaque_grp128.png,pe-hd-opaque
128,2019-04-05-10-55-05-907033-CAM2_pe-hd-opaque_grp129.png,pe-hd-opaque
129,2019-04-05-10-55-13-142195-CAM2_pe-hd-opaque_grp130.png,pe-hd-opaque
130,2019-04-05-10-55-20-214862-CAM2_not-labeled_grp131.png,not-labeled
131,2019-04-05-10-55-25-427295-CAM2_pe-hd-opaque_grp132.png,pe-hd-opaque
132,2019-04-05-10-59-00-318155-CAM2_pet-clair_grp133.png,pet-clair
133,2019-04-05-10-59-06-253574-CAM2_pet-clair_grp134.png,pet-clair
134,2019-04-05-11-06-01-543667-CAM2_plusieurs-objets_grp135.png,plusieurs-objets
135,2019-04-05-11-06-20-397951-CAM2_plusieurs-objets_grp136.png,plusieurs-objets
136,2019-04-05-11-06-25-862121-CAM2_plusieurs-objets_grp137.png,plusieurs-objets
137,2019-04-05-11-06-44-075531-CAM2_plusieurs-objets_grp138.png,plusieurs-objets
138,2019-04-05-11-06-49-553516-CAM2_plusieurs-objets_grp139.png,plusieurs-objets
139,2019-04-05-11-06-55-107644-CAM2_plusieurs-objets_grp140.png,plusieurs-objets
140,2019-04-05-11-07-01-397467-CAM2_plusieurs-objets_grp141.png,plusieurs-objets
141,2019-04-05-11-07-35-612038-CAM2_plusieurs-objets_grp142.png,plusieurs-objets
142,2019-04-05-11-07-41-369584-CAM2_plusieurs-objets_grp143.png,plusieurs-objets
143,2019-04-05-11-07-53-678944-CAM2_plusieurs-objets_grp144.png,plusieurs-objets
144,2019-04-05-11-08-14-167974-CAM2_godet-vide_grp145.png,godet-vide
145,2019-04-05-11-08-25-177452-CAM2_pet-clair_grp146.png,pet-clair
146,2019-04-05-11-08-58-310837-CAM2_plusieurs-objets_grp147.png,plusieurs-objets
147,2019-04-05-11-09-04-703203-CAM2_plusieurs-objets_grp148.png,plusieurs-objets
148,2019-04-05-11-09-10-927518-CAM2_plusieurs-objets_grp149.png,plusieurs-objets
149,2019-04-05-11-09-27-450016-CAM2_godet-vide_grp150.png,godet-vide
150,2019-04-05-11-09-34-057809-CAM2_pe-hd-opaque_grp151.png,pe-hd-opaque
151,2019-04-05-11-09-40-016815-CAM2_godet-vide_grp152.png,godet-vide
152,2019-04-05-11-09-45-389731-CAM2_godet-vide_grp153.png,godet-vide
153,2019-04-05-11-09-52-176234-CAM2_pe-hd-opaque_grp154.png,pe-hd-opaque
154,2019-04-05-11-09-58-008683-CAM2_pe-hd-opaque_grp155.png,pe-hd-opaque
155,2019-04-05-11-10-05-146992-CAM2_godet-vide_grp156.png,godet-vide
156,2019-04-05-11-10-12-658107-CAM2_godet-vide_grp157.png,godet-vide
157,2019-04-05-11-10-18-817313-CAM2_pp_grp158.png,pp
158,2019-04-05-11-10-25-848643-CAM2_pp_grp159.png,pp
159,2019-04-05-11-10-31-396068-CAM2_pp_grp160.png,pp
160,2019-04-05-11-10-38-442359-CAM2_godet-vide_grp161.png,godet-vide
161,2019-04-05-11-10-45-484526-CAM2_pp_grp162.png,pp
162,2019-04-05-11-10-52-515517-CAM2_pp_grp163.png,pp
163,2019-04-05-11-10-58-623820-CAM2_pp_grp164.png,pp
164,2019-04-05-11-11-05-993920-CAM2_pp_grp165.png,pp
165,2019-04-05-11-11-12-419047-CAM2_godet-vide_grp166.png,godet-vide
166,2019-04-05-11-11-18-438880-CAM2_godet-vide_grp167.png,godet-vide
167,2019-04-05-11-11-24-070328-CAM2_pe-hd-opaque_grp168.png,pe-hd-opaque
168,2019-04-05-11-11-29-935684-CAM2_pe-hd-opaque_grp169.png,pe-hd-opaque
169,2019-04-05-11-11-35-359432-CAM2_godet-vide_grp170.png,godet-vide
170,2019-04-05-11-11-40-822220-CAM2_godet-vide_grp171.png,godet-vide
171,2019-04-05-11-11-46-154724-CAM2_pp_grp172.png,pp
172,2019-04-05-11-12-34-651233-CAM2_pp_grp173.png,pp
173,2019-04-05-11-12-45-330503-CAM2_pp_grp174.png,pp
174,2019-04-05-11-12-52-051046-CAM2_pp_grp175.png,pp
175,2019-04-05-11-12-57-261619-CAM2_pp_grp176.png,pp
176,2019-04-05-11-13-04-170759-CAM2_godet-vide_grp177.png,godet-vide
177,2019-04-05-11-13-10-969999-CAM2_pp_grp178.png,pp
178,2019-04-05-11-13-16-088038-CAM2_pp_grp179.png,pp
179,2019-04-05-11-13-22-986882-CAM2_godet-vide_grp180.png,godet-vide
180,2019-04-05-11-13-29-754829-CAM2_pet-barquette-opaque_grp181.png,pet-barquette-opaque
181,2019-04-05-11-13-48-032811-CAM2_pet-barquette-opaque_grp182.png,pet-barquette-opaque
182,2019-04-05-11-13-53-475661-CAM2_pet-barquette-opaque_grp183.png,pet-barquette-opaque
183,2019-04-05-11-13-59-531519-CAM2_godet-vide_grp184.png,godet-vide
184,2019-04-05-11-14-05-536212-CAM2_pet-barquette-clair_grp185.png,pet-barquette-clair
185,2019-04-05-11-14-11-935468-CAM2_pet-barquette-clair_grp186.png,pet-barquette-clair
186,2019-04-05-11-14-17-403885-CAM2_pet-barquette-clair_grp187.png,pet-barquette-clair
187,2019-04-05-11-14-24-438029-CAM2_pet-barquette-clair_grp188.png,pet-barquette-clair
188,2019-04-05-11-14-32-217616-CAM2_godet-vide_grp189.png,godet-vide
189,2019-04-05-11-14-37-614576-CAM2_godet-vide_grp190.png,godet-vide
190,2019-04-05-11-14-44-804312-CAM2_pp_grp191.png,pp
191,2019-04-05-11-14-50-309770-CAM2_pp_grp192.png,pp
192,2019-04-05-11-14-55-823512-CAM2_godet-vide_grp193.png,godet-vide
193,2019-04-05-11-15-01-822920-CAM2_godet-vide_grp194.png,godet-vide
194,2019-04-05-11-15-08-830452-CAM2_godet-vide_grp195.png,godet-vide
195,2019-04-05-11-15-18-152610-CAM2_pet-clair_grp196.png,pet-clair
196,2019-04-05-11-15-25-172707-CAM2_pet-clair_grp197.png,pet-clair
197,2019-04-05-11-15-33-976384-CAM2_pet-clair_grp198.png,pet-clair
198,2019-04-05-11-15-41-927055-CAM2_pet-clair_grp199.png,pet-clair
199,2019-04-05-11-15-49-335001-CAM2_pet-clair_grp200.png,pet-clair
200,2019-04-05-11-15-55-137221-CAM2_pet-clair_grp201.png,pet-clair
201,2019-04-05-11-16-16-099320-CAM2_pe-hd-opaque_grp202.png,pe-hd-opaque
202,2019-04-05-11-16-23-405097-CAM2_pe-hd-opaque_grp203.png,pe-hd-opaque
203,2019-04-05-11-16-29-551857-CAM2_pe-hd-opaque_grp204.png,pe-hd-opaque
204,2019-04-05-11-16-35-558946-CAM2_pe-hd-opaque_grp205.png,pe-hd-opaque
205,2019-04-05-11-17-32-961757-CAM2_iconnnu_grp206.png,iconnnu
206,2019-04-05-11-17-40-086080-CAM2_iconnnu_grp207.png,iconnnu
207,2019-04-05-11-18-21-335627-CAM2_ela_grp208.png,ela
208,2019-04-05-11-18-26-593787-CAM2_ela_grp209.png,ela
209,2019-04-05-11-19-05-864835-CAM2_pe-hd-opaque_grp210.png,pe-hd-opaque
210,2019-04-05-11-19-33-768592-CAM2_pe-hd-opaque_grp211.png,pe-hd-opaque
211,2019-04-05-11-19-41-276367-CAM2_pe-hd-opaque_grp212.png,pe-hd-opaque
212,2019-04-05-11-20-01-782771-CAM2_pet-clair_grp213.png,pet-clair
213,2019-04-05-11-20-08-790675-CAM2_pet-clair_grp214.png,pet-clair
214,2019-04-05-11-20-35-778358-CAM2_pet-barquette-clair_grp215.png,pet-barquette-clair
215,2019-04-05-11-20-44-950363-CAM2_pet-barquette-clair_grp216.png,pet-barquette-clair
216,2019-04-05-11-20-50-433363-CAM2_godet-vide_grp217.png,godet-vide
217,2019-04-05-11-20-56-081649-CAM2_pet-barquette-clair_grp218.png,pet-barquette-clair
218,2019-04-05-11-21-16-478496-CAM2_pet-barquette-clair_grp219.png,pet-barquette-clair
219,2019-04-05-11-21-38-523401-CAM2_godet-vide_grp220.png,godet-vide
220,2019-04-05-11-21-53-083105-CAM2_pp_grp221.png,pp
221,2019-04-05-11-22-01-251342-CAM2_not-labeled_grp222.png,not-labeled
222,2019-04-05-11-22-07-183439-CAM2_pp_grp223.png,pp
223,2019-04-05-11-22-14-935555-CAM2_pp_grp224.png,pp
224,2019-04-05-11-22-21-206645-CAM2_pp_grp225.png,pp
225,2019-04-05-11-22-28-201588-CAM2_pp_grp226.png,pp
226,2019-04-05-11-22-43-640049-CAM2_pp_grp227.png,pp
227,2019-04-05-11-23-04-036250-CAM2_pp_grp228.png,pp
228,2019-04-05-11-23-26-541413-CAM2_pet-opaque_grp229.png,pet-opaque
229,2019-04-05-11-23-35-485331-CAM2_pet-opaque_grp230.png,pet-opaque
230,2019-04-05-11-23-44-088187-CAM2_pet-opaque_grp231.png,pet-opaque
231,2019-04-05-11-24-41-339004-CAM2_pe-hd-opaque_grp232.png,pe-hd-opaque
232,2019-04-05-11-24-47-960730-CAM2_pe-hd-opaque_grp233.png,pe-hd-opaque
233,2019-04-05-11-24-56-287502-CAM2_pe-hd-opaque_grp234.png,pe-hd-opaque
234,2019-04-05-11-25-01-531644-CAM2_godet-vide_grp235.png,godet-vide
235,2019-04-05-11-25-07-912168-CAM2_godet-vide_grp236.png,godet-vide
236,2019-04-05-11-25-13-469554-CAM2_godet-vide_grp237.png,godet-vide
237,2019-04-05-11-25-18-950240-CAM2_godet-vide_grp238.png,godet-vide
238,2019-04-05-11-25-23-802462-CAM2_pet-barquette-clair_grp239.png,pet-barquette-clair
239,2019-04-05-11-25-28-712225-CAM2_pet-barquette-clair_grp240.png,pet-barquette-clair
240,2019-04-05-11-25-34-842754-CAM2_godet-vide_grp241.png,godet-vide
241,2019-04-05-11-25-39-955985-CAM2_pet-barquette-clair_grp242.png,pet-barquette-clair
242,2019-04-05-11-25-45-506478-CAM2_pet-barquette-clair_grp243.png,pet-barquette-clair
243,2019-04-05-11-25-51-097575-CAM2_not-labeled_grp244.png,not-labeled
244,2019-04-05-11-26-04-503580-CAM2_pet-barquette-opaque_grp245.png,pet-barquette-opaque
245,2019-04-05-11-26-11-047019-CAM2_pet-barquette-opaque_grp246.png,pet-barquette-opaque
246,2019-04-05-11-26-17-514552-CAM2_pet-barquette-opaque_grp247.png,pet-barquette-opaque
247,2019-04-05-11-27-45-398358-CAM2_pp_grp248.png,pp
248,2019-04-05-11-27-50-921511-CAM2_pp_grp249.png,pp
249,2019-04-05-11-28-03-447202-CAM2_pp_grp250.png,pp
250,2019-04-05-11-28-09-950466-CAM2_pp_grp251.png,pp
251,2019-04-05-11-28-17-761598-CAM2_pp_grp252.png,pp
252,2019-04-05-11-28-22-657692-CAM2_godet-vide_grp253.png,godet-vide
253,2019-04-05-11-28-39-551129-CAM2_pet-clair_grp254.png,pet-clair
254,2019-04-05-11-28-47-508353-CAM2_pet-clair_grp255.png,pet-clair
255,2019-04-05-11-28-59-773137-CAM2_pe-hd-opaque_grp256.png,pe-hd-opaque
256,2019-04-05-11-29-09-665735-CAM2_pe-hd-opaque_grp257.png,pe-hd-opaque
257,2019-04-05-11-29-15-299309-CAM2_pe-hd-opaque_grp258.png,pe-hd-opaque
258,2019-04-05-11-30-00-100973-CAM2_pe-hd-opaque_grp259.png,pe-hd-opaque
259,2019-04-05-11-30-06-529548-CAM2_pe-hd-opaque_grp260.png,pe-hd-opaque
260,2019-04-05-11-30-11-472405-CAM2_pe-hd-opaque_grp261.png,pe-hd-opaque
261,2019-04-05-11-30-31-098992-CAM2_pet-clair_grp262.png,pet-clair
262,2019-04-05-11-31-36-840625-CAM2_pet-clair_grp263.png,pet-clair
263,2019-04-05-11-31-42-306906-CAM2_pet-clair_grp264.png,pet-clair
264,2019-04-05-11-31-48-949345-CAM2_pet-clair_grp265.png,pet-clair
265,2019-04-05-11-31-54-273240-CAM2_pet-clair_grp266.png,pet-clair
266,2019-04-05-11-32-12-776184-CAM2_pet-clair_grp267.png,pet-clair
267,2019-04-05-11-32-18-293597-CAM2_pet-clair_grp268.png,pet-clair
268,2019-04-05-11-32-23-192918-CAM2_godet-vide_grp269.png,godet-vide
269,2019-04-05-11-32-46-846606-CAM2_pet-clair_grp270.png,pet-clair
270,2019-04-05-11-32-53-456186-CAM2_pet-clair_grp271.png,pet-clair
271,2019-04-05-11-33-00-364345-CAM2_pet-clair_grp272.png,pet-clair
272,2019-04-05-11-33-26-168873-CAM2_pet-clair_grp273.png,pet-clair
273,2019-04-05-11-33-32-211807-CAM2_pet-clair_grp274.png,pet-clair
274,2019-04-05-11-33-39-070942-CAM2_pet-clair_grp275.png,pet-clair
275,2019-04-05-11-33-44-418614-CAM2_godet-vide_grp276.png,godet-vide
276,2019-04-05-11-34-00-506640-CAM2_pet-fonce_grp277.png,pet-fonce
277,2019-04-05-11-34-25-130247-CAM2_pet-fonce_grp278.png,pet-fonce
278,2019-04-05-11-34-40-233351-CAM2_pet-fonce_grp279.png,pet-fonce
279,2019-04-05-11-34-53-253456-CAM2_pet-clair_grp280.png,pet-clair
280,2019-04-05-11-34-59-305279-CAM2_pet-clair_grp281.png,pet-clair
281,2019-04-05-11-35-10-747315-CAM2_pet-clair_grp282.png,pet-clair
282,2019-04-05-11-35-18-549786-CAM2_pet-clair_grp283.png,pet-clair
283,2019-04-05-11-35-25-379255-CAM2_pet-clair_grp284.png,pet-clair
284,2019-04-05-11-35-30-342165-CAM2_pet-clair_grp285.png,pet-clair
285,2019-04-05-11-36-07-393343-CAM2_pet-clair_grp286.png,pet-clair
286,2019-04-05-11-36-13-209976-CAM2_pet-clair_grp287.png,pet-clair
287,2019-04-05-11-36-18-727263-CAM2_pet-clair_grp288.png,pet-clair
288,2019-04-05-11-36-25-528738-CAM2_godet-vide_grp289.png,godet-vide
289,2019-04-05-11-36-48-058690-CAM2_pet-clair_grp290.png,pet-clair
290,2019-04-05-11-37-16-544338-CAM2_pet-clair_grp291.png,pet-clair
291,2019-04-05-11-37-22-061350-CAM2_pet-clair_grp292.png,pet-clair
292,2019-04-05-11-37-56-629658-CAM2_pp_grp293.png,pp
293,2019-04-05-11-38-03-448447-CAM2_pp_grp294.png,pp
294,2019-04-05-11-38-24-481968-CAM2_pet-clair_grp295.png,pet-clair
295,2019-04-05-11-38-35-157867-CAM2_pet-clair_grp296.png,pet-clair
296,2019-04-05-11-38-49-000170-CAM2_pet-clair_grp297.png,pet-clair
297,2019-04-05-11-39-35-074969-CAM2_pet-clair_grp298.png,pet-clair
298,2019-04-05-11-39-53-710377-CAM2_pet-clair_grp299.png,pet-clair
299,2019-04-05-11-39-58-866268-CAM2_pet-clair_grp300.png,pet-clair
300,2019-04-05-11-40-08-386932-CAM2_pet-clair_grp301.png,pet-clair
301,2019-04-05-11-40-23-660890-CAM2_pet-fonce_grp302.png,pet-fonce
302,2019-04-05-11-40-29-951122-CAM2_pet-fonce_grp303.png,pet-fonce
303,2019-04-05-11-40-34-897419-CAM2_pet-fonce_grp304.png,pet-fonce
304,2019-04-05-11-40-42-145927-CAM2_pet-fonce_grp305.png,pet-fonce
305,2019-04-05-11-41-23-673917-CAM2_pet-fonce_grp306.png,pet-fonce
306,2019-04-05-11-41-36-698762-CAM2_pet-fonce_grp307.png,pet-fonce
307,2019-04-05-11-41-43-614959-CAM2_pet-fonce_grp308.png,pet-fonce
308,2019-04-05-11-41-49-479125-CAM2_pet-fonce_grp309.png,pet-fonce
309,2019-04-05-11-41-55-322331-CAM2_pet-fonce_grp310.png,pet-fonce
310,2019-04-05-11-42-11-095357-CAM2_pet-fonce_grp311.png,pet-fonce
311,2019-04-05-11-42-16-628963-CAM2_pet-fonce_grp312.png,pet-fonce
312,2019-04-05-11-42-29-989347-CAM2_pet-fonce_grp313.png,pet-fonce
313,2019-04-05-11-42-36-873214-CAM2_pet-fonce_grp314.png,pet-fonce
314,2019-04-05-11-42-42-423242-CAM2_pet-fonce_grp315.png,pet-fonce
315,2019-04-05-11-42-51-274476-CAM2_pet-clair_grp316.png,pet-clair
316,2019-04-05-11-42-57-054074-CAM2_pet-clair_grp317.png,pet-clair
317,2019-04-05-11-43-02-138829-CAM2_pet-clair_grp318.png,pet-clair
318,2019-04-05-11-43-09-069430-CAM2_pet-clair_grp319.png,pet-clair
319,2019-04-05-11-43-38-865567-CAM2_not-labeled_grp320.png,not-labeled
320,2019-04-05-11-43-44-408108-CAM2_pet-opaque_grp321.png,pet-opaque
321,2019-04-05-11-43-49-779295-CAM2_not-labeled_grp322.png,not-labeled
322,2019-04-05-11-44-03-384177-CAM2_pet-clair_grp323.png,pet-clair
323,2019-04-05-11-44-10-728812-CAM2_pet-clair_grp324.png,pet-clair
324,2019-04-05-11-44-20-326372-CAM2_pet-fonce_grp325.png,pet-fonce
325,2019-04-05-11-44-32-635362-CAM2_pet-fonce_grp326.png,pet-fonce
