,cam1,cam2,label
29,2019-04-05-10-30-51-724714-CAM1_pet-fonce_grp30.png,2019-04-05-10-30-51-026170-CAM2_pet-fonce_grp30.png,pet-fonce
30,2019-04-05-10-31-06-761602-CAM1_pet-fonce_grp31.png,2019-04-05-10-31-06-051853-CAM2_pet-fonce_grp31.png,pet-fonce
31,2019-04-05-10-31-19-455676-CAM1_pet-clair_grp32.png,2019-04-05-10-31-18-771196-CAM2_pet-clair_grp32.png,pet-clair
32,2019-04-05-10-31-32-063993-CAM1_pe-hd-opaque_grp33.png,2019-04-05-10-31-31-408704-CAM2_pe-hd-opaque_grp33.png,pe-hd-opaque
33,2019-04-05-10-31-47-348222-CAM1_godet-vide_grp34.png,2019-04-05-10-31-46-672370-CAM2_godet-vide_grp34.png,godet-vide
34,2019-04-05-10-32-05-547014-CAM1_pe-hd-opaque_grp35.png,2019-04-05-10-32-04-868971-CAM2_pe-hd-opaque_grp35.png,pe-hd-opaque
35,2019-04-05-10-32-13-694987-CAM1_pe-hd-opaque_grp36.png,2019-04-05-10-32-12-958492-CAM2_pe-hd-opaque_grp36.png,pe-hd-opaque
36,2019-04-05-10-32-19-657874-CAM1_pe-hd-opaque_grp37.png,2019-04-05-10-32-18-992539-CAM2_pe-hd-opaque_grp37.png,pe-hd-opaque
37,2019-04-05-10-32-44-642649-CAM1_pet-fonce_grp38.png,2019-04-05-10-32-43-957953-CAM2_pet-fonce_grp38.png,pet-fonce
38,2019-04-05-10-32-51-825993-CAM1_pet-fonce_grp39.png,2019-04-05-10-32-51-134909-CAM2_pet-fonce_grp39.png,pet-fonce
39,2019-04-05-10-33-09-113096-CAM1_pet-clair_grp40.png,2019-04-05-10-33-08-416792-CAM2_pet-clair_grp40.png,pet-clair
40,2019-04-05-10-34-14-285378-CAM1_pet-fonce_grp41.png,2019-04-05-10-34-13-595412-CAM2_pet-fonce_grp41.png,pet-fonce
41,2019-04-05-10-34-32-173405-CAM1_pe-hd-opaque_grp42.png,2019-04-05-10-34-31-474611-CAM2_pe-hd-opaque_grp42.png,pe-hd-opaque
42,2019-04-05-10-34-43-858538-CAM1_pe-hd-opaque_grp43.png,2019-04-05-10-34-43-114374-CAM2_pe-hd-opaque_grp43.png,pe-hd-opaque
43,2019-04-05-10-35-37-401157-CAM1_pe-hd-opaque_grp44.png,2019-04-05-10-35-36-700435-CAM2_pe-hd-opaque_grp44.png,pe-hd-opaque
44,2019-04-05-10-35-48-479095-CAM1_pe-hd-opaque_grp45.png,2019-04-05-10-35-47-792933-CAM2_pe-hd-opaque_grp45.png,pe-hd-opaque
45,2019-04-05-10-35-53-720001-CAM1_pe-hd-opaque_grp46.png,2019-04-05-10-35-53-056405-CAM2_pe-hd-opaque_grp46.png,pe-hd-opaque
46,2019-04-05-10-35-59-723489-CAM1_pe-hd-opaque_grp47.png,2019-04-05-10-35-59-034909-CAM2_pe-hd-opaque_grp47.png,pe-hd-opaque
47,2019-04-05-10-36-12-512420-CAM1_pet-clair_grp48.png,2019-04-05-10-36-11-841013-CAM2_pet-clair_grp48.png,pet-clair
48,2019-04-05-10-36-18-591467-CAM1_pet-clair_grp49.png,2019-04-05-10-36-17-890810-CAM2_pet-clair_grp49.png,pet-clair
49,2019-04-05-10-36-25-410678-CAM1_pet-clair_grp50.png,2019-04-05-10-36-24-702764-CAM2_pet-clair_grp50.png,pet-clair
50,2019-04-05-10-36-30-882939-CAM1_pet-clair_grp51.png,2019-04-05-10-36-30-192797-CAM2_pet-clair_grp51.png,pet-clair
51,2019-04-05-10-36-37-924985-CAM1_pet-clair_grp52.png,2019-04-05-10-36-37-178805-CAM2_pet-clair_grp52.png,pet-clair
52,2019-04-05-10-36-44-885004-CAM1_godet-vide_grp53.png,2019-04-05-10-36-44-224587-CAM2_godet-vide_grp53.png,godet-vide
53,2019-04-05-10-36-54-995991-CAM1_pet-clair_grp54.png,2019-04-05-10-36-54-279485-CAM2_pet-clair_grp54.png,pet-clair
54,2019-04-05-10-37-00-444461-CAM1_pet-clair_grp55.png,2019-04-05-10-36-59-742997-CAM2_pet-clair_grp55.png,pet-clair
55,2019-04-05-10-37-12-323175-CAM1_pet-clair_grp56.png,2019-04-05-10-37-11-619440-CAM2_pet-clair_grp56.png,pet-clair
56,2019-04-05-10-37-23-391407-CAM1_pet-clair_grp57.png,2019-04-05-10-37-22-699358-CAM2_pet-clair_grp57.png,pet-clair
57,2019-04-05-10-37-44-448993-CAM1_pet-clair_grp58.png,2019-04-05-10-37-43-679201-CAM2_pet-clair_grp58.png,pet-clair
58,2019-04-05-10-37-56-512737-CAM1_pet-fonce_grp59.png,2019-04-05-10-37-55-827754-CAM2_pet-fonce_grp59.png,pet-fonce
59,2019-04-05-10-38-03-283801-CAM1_pet-fonce_grp60.png,2019-04-05-10-38-02-589819-CAM2_pet-fonce_grp60.png,pet-fonce
60,2019-04-05-10-38-09-342527-CAM1_pet-fonce_grp61.png,2019-04-05-10-38-08-651542-CAM2_pet-fonce_grp61.png,pet-fonce
61,2019-04-05-10-38-24-684126-CAM1_pet-fonce_grp62.png,2019-04-05-10-38-23-966625-CAM2_pet-fonce_grp62.png,pet-fonce
62,2019-04-05-10-38-38-286127-CAM1_pet-clair_grp63.png,2019-04-05-10-38-37-575846-CAM2_pet-clair_grp63.png,pet-clair
63,2019-04-05-10-38-43-863458-CAM1_pet-clair_grp64.png,2019-04-05-10-38-43-091454-CAM2_pet-clair_grp64.png,pet-clair
64,2019-04-05-10-38-52-133361-CAM1_pet-clair_grp65.png,2019-04-05-10-38-51-381070-CAM2_pet-clair_grp65.png,pet-clair
65,2019-04-05-10-39-06-013882-CAM1_pet-fonce_grp66.png,2019-04-05-10-39-05-269961-CAM2_pet-fonce_grp66.png,pet-fonce
66,2019-04-05-10-39-15-113603-CAM1_pet-fonce_grp67.png,2019-04-05-10-39-14-423609-CAM2_pet-fonce_grp67.png,pet-fonce
67,2019-04-05-10-39-21-129283-CAM1_pet-fonce_grp68.png,2019-04-05-10-39-20-443192-CAM2_pet-fonce_grp68.png,pet-fonce
68,2019-04-05-10-39-28-397079-CAM1_pet-fonce_grp69.png,2019-04-05-10-39-27-743771-CAM2_pet-fonce_grp69.png,pet-fonce
69,2019-04-05-10-39-40-672992-CAM1_pet-fonce_grp70.png,2019-04-05-10-39-39-936598-CAM2_pet-fonce_grp70.png,pet-fonce
70,2019-04-05-10-39-46-677982-CAM1_pet-fonce_grp71.png,2019-04-05-10-39-45-993882-CAM2_pet-fonce_grp71.png,pet-fonce
71,2019-04-05-10-39-57-572625-CAM1_pet-fonce_grp72.png,2019-04-05-10-39-56-887219-CAM2_pet-fonce_grp72.png,pet-fonce
72,2019-04-05-10-40-04-440541-CAM1_pet-fonce_grp73.png,2019-04-05-10-40-03-702807-CAM2_pet-fonce_grp73.png,pet-fonce
73,2019-04-05-10-40-09-898632-CAM1_pet-fonce_grp74.png,2019-04-05-10-40-09-240582-CAM2_pet-fonce_grp74.png,pet-fonce
74,2019-04-05-10-40-57-425257-CAM1_plusieurs-objets_grp75.png,2019-04-05-10-40-56-732546-CAM2_plusieurs-objets_grp75.png,plusieurs-objets
75,2019-04-05-10-41-05-373220-CAM1_plusieurs-objets_grp76.png,2019-04-05-10-41-04-687166-CAM2_plusieurs-objets_grp76.png,plusieurs-objets
76,2019-04-05-10-41-23-610527-CAM1_plusieurs-objets_grp77.png,2019-04-05-10-41-22-901875-CAM2_plusieurs-objets_grp77.png,plusieurs-objets
77,2019-04-05-10-41-30-838977-CAM1_plusieurs-objets_grp78.png,2019-04-05-10-41-30-118460-CAM2_plusieurs-objets_grp78.png,plusieurs-objets
78,2019-04-05-10-42-00-024319-CAM1_pet-opaque_grp79.png,2019-04-05-10-41-59-349053-CAM2_pet-opaque_grp79.png,pet-opaque
79,2019-04-05-10-42-12-613025-CAM1_pe-hd-opaque_grp80.png,2019-04-05-10-42-11-933112-CAM2_pe-hd-opaque_grp80.png,pe-hd-opaque
80,2019-04-05-10-42-20-724153-CAM1_pe-hd-opaque_grp81.png,2019-04-05-10-42-20-041701-CAM2_pe-hd-opaque_grp81.png,pe-hd-opaque
81,2019-04-05-10-42-28-109724-CAM1_pe-hd-opaque_grp82.png,2019-04-05-10-42-27-394928-CAM2_pe-hd-opaque_grp82.png,pe-hd-opaque
82,2019-04-05-10-42-38-712496-CAM1_pe-hd-opaque_grp83.png,2019-04-05-10-42-38-057351-CAM2_pe-hd-opaque_grp83.png,pe-hd-opaque
83,2019-04-05-10-42-46-867471-CAM1_pe-hd-opaque_grp84.png,2019-04-05-10-42-46-146062-CAM2_pe-hd-opaque_grp84.png,pe-hd-opaque
84,2019-04-05-10-42-59-687455-CAM1_pet-clair_grp85.png,2019-04-05-10-42-58-998482-CAM2_pet-clair_grp85.png,pet-clair
85,2019-04-05-10-43-06-690878-CAM1_pet-clair_grp86.png,2019-04-05-10-43-05-962832-CAM2_pet-clair_grp86.png,pet-clair
86,2019-04-05-10-43-17-184536-CAM1_pe-hd-opaque_grp87.png,2019-04-05-10-43-16-501204-CAM2_pe-hd-opaque_grp87.png,pe-hd-opaque
87,2019-04-05-10-43-28-449345-CAM1_pe-hd-opaque_grp88.png,2019-04-05-10-43-27-761809-CAM2_pe-hd-opaque_grp88.png,pe-hd-opaque
88,2019-04-05-10-43-34-513098-CAM1_pe-hd-opaque_grp89.png,2019-04-05-10-43-33-819680-CAM2_pe-hd-opaque_grp89.png,pe-hd-opaque
89,2019-04-05-10-43-42-263819-CAM1_pe-hd-opaque_grp90.png,2019-04-05-10-43-41-572089-CAM2_pe-hd-opaque_grp90.png,pe-hd-opaque
90,2019-04-05-10-44-39-836668-CAM1_pe-hd-opaque_grp91.png,2019-04-05-10-44-39-168857-CAM2_pe-hd-opaque_grp91.png,pe-hd-opaque
91,2019-04-05-10-44-46-890187-CAM1_pe-hd-opaque_grp92.png,2019-04-05-10-44-46-225000-CAM2_pe-hd-opaque_grp92.png,pe-hd-opaque
92,2019-04-05-10-45-00-062214-CAM1_pe-hd-opaque_grp93.png,2019-04-05-10-44-59-355560-CAM2_pe-hd-opaque_grp93.png,pe-hd-opaque
93,2019-04-05-10-45-05-244292-CAM1_godet-vide_grp94.png,2019-04-05-10-45-04-578188-CAM2_godet-vide_grp94.png,godet-vide
94,2019-04-05-10-45-16-856905-CAM1_pe-hd-opaque_grp95.png,2019-04-05-10-45-16-171108-CAM2_pe-hd-opaque_grp95.png,pe-hd-opaque
95,2019-04-05-10-45-25-618089-CAM1_pe-hd-opaque_grp96.png,2019-04-05-10-45-24-935113-CAM2_pe-hd-opaque_grp96.png,pe-hd-opaque
96,2019-04-05-10-45-52-380834-CAM1_pe-hd-opaque_grp97.png,2019-04-05-10-45-51-706792-CAM2_pe-hd-opaque_grp97.png,pe-hd-opaque
97,2019-04-05-10-45-59-281797-CAM1_pe-hd-opaque_grp98.png,2019-04-05-10-45-58-531765-CAM2_pe-hd-opaque_grp98.png,pe-hd-opaque
98,2019-04-05-10-49-35-824371-CAM1_pet-fonce_grp99.png,2019-04-05-10-49-35-106714-CAM2_pet-fonce_grp99.png,pet-fonce
99,2019-04-05-10-49-41-797025-CAM1_plusieurs-objets_grp100.png,2019-04-05-10-49-41-132355-CAM2_plusieurs-objets_grp100.png,plusieurs-objets
100,2019-04-05-10-50-02-530393-CAM1_pp_grp101.png,2019-04-05-10-50-01-868924-CAM2_pp_grp101.png,pp
101,2019-04-05-10-50-07-733983-CAM1_pp_grp102.png,2019-04-05-10-50-07-057395-CAM2_pp_grp102.png,pp
102,2019-04-05-10-50-19-010308-CAM1_pe-hd-opaque_grp103.png,2019-04-05-10-50-18-335695-CAM2_pe-hd-opaque_grp103.png,pe-hd-opaque
103,2019-04-05-10-50-30-230729-CAM1_pe-hd-opaque_grp104.png,2019-04-05-10-50-29-554472-CAM2_pe-hd-opaque_grp104.png,pe-hd-opaque
104,2019-04-05-10-50-37-583696-CAM1_pe-hd-opaque_grp105.png,2019-04-05-10-50-36-858812-CAM2_pe-hd-opaque_grp105.png,pe-hd-opaque
105,2019-04-05-10-50-53-935017-CAM1_pet-clair_grp106.png,2019-04-05-10-50-53-197341-CAM2_pet-clair_grp106.png,pet-clair
106,2019-04-05-10-51-09-911188-CAM1_plusieurs-objets_grp107.png,2019-04-05-10-51-09-131539-CAM2_plusieurs-objets_grp107.png,plusieurs-objets
107,2019-04-05-10-51-33-713640-CAM1_plusieurs-objets_grp108.png,2019-04-05-10-51-33-027526-CAM2_plusieurs-objets_grp108.png,plusieurs-objets
108,2019-04-05-10-51-40-740907-CAM1_plusieurs-objets_grp109.png,2019-04-05-10-51-40-042331-CAM2_plusieurs-objets_grp109.png,plusieurs-objets
109,2019-04-05-10-51-50-354588-CAM1_pet-fonce_grp110.png,2019-04-05-10-51-49-653377-CAM2_pet-fonce_grp110.png,pet-fonce
110,2019-04-05-10-52-00-691685-CAM1_pet-fonce_grp111.png,2019-04-05-10-51-59-995631-CAM2_pet-fonce_grp111.png,pet-fonce
111,2019-04-05-10-52-07-939140-CAM1_pet-fonce_grp112.png,2019-04-05-10-52-07-190480-CAM2_pet-fonce_grp112.png,pet-fonce
112,2019-04-05-10-52-22-498141-CAM1_pet-fonce_grp113.png,2019-04-05-10-52-21-794594-CAM2_pet-fonce_grp113.png,pet-fonce
113,2019-04-05-10-52-30-055683-CAM1_pet-fonce_grp114.png,2019-04-05-10-52-29-296414-CAM2_pet-fonce_grp114.png,pet-fonce
114,2019-04-05-10-52-41-565469-CAM1_pet-fonce_grp115.png,2019-04-05-10-52-40-860321-CAM2_pet-fonce_grp115.png,pet-fonce
115,2019-04-05-10-52-56-210772-CAM1_pp_grp116.png,2019-04-05-10-52-55-485391-CAM2_pp_grp116.png,pp
116,2019-04-05-10-53-03-547078-CAM1_godet-vide_grp117.png,2019-04-05-10-53-02-861503-CAM2_godet-vide_grp117.png,godet-vide
117,2019-04-05-10-53-13-030662-CAM1_pp_grp118.png,2019-04-05-10-53-12-367611-CAM2_pp_grp118.png,pp
118,2019-04-05-10-53-19-053279-CAM1_pp_grp119.png,2019-04-05-10-53-18-390211-CAM2_pp_grp119.png,pp
119,2019-04-05-10-53-24-502222-CAM1_pp_grp120.png,2019-04-05-10-53-23-823982-CAM2_pp_grp120.png,pp
120,2019-04-05-10-53-31-161006-CAM1_pp_grp121.png,2019-04-05-10-53-30-442266-CAM2_pp_grp121.png,pp
121,2019-04-05-10-53-36-615263-CAM1_pp_grp122.png,2019-04-05-10-53-35-921895-CAM2_pp_grp122.png,pp
122,2019-04-05-10-53-42-619333-CAM1_pp_grp123.png,2019-04-05-10-53-41-946669-CAM2_pp_grp123.png,pp
123,2019-04-05-10-54-11-113793-CAM1_pet-clair_grp124.png,2019-04-05-10-54-10-394801-CAM2_pet-clair_grp124.png,pet-clair
124,2019-04-05-10-54-18-655624-CAM1_pet-clair_grp125.png,2019-04-05-10-54-17-948156-CAM2_pet-clair_grp125.png,pet-clair
125,2019-04-05-10-54-26-192623-CAM1_pet-clair_grp126.png,2019-04-05-10-54-25-500019-CAM2_pet-clair_grp126.png,pet-clair
126,2019-04-05-10-54-33-783602-CAM1_godet-vide_grp127.png,2019-04-05-10-54-33-096398-CAM2_godet-vide_grp127.png,godet-vide
127,2019-04-05-10-54-58-842916-CAM1_pe-hd-opaque_grp128.png,2019-04-05-10-54-58-100444-CAM2_pe-hd-opaque_grp128.png,pe-hd-opaque
128,2019-04-05-10-55-06-654541-CAM1_pe-hd-opaque_grp129.png,2019-04-05-10-55-05-907033-CAM2_pe-hd-opaque_grp129.png,pe-hd-opaque
129,2019-04-05-10-55-13-892499-CAM1_pe-hd-opaque_grp130.png,2019-04-05-10-55-13-142195-CAM2_pe-hd-opaque_grp130.png,pe-hd-opaque
130,2019-04-05-10-55-20-894353-CAM1_not-labeled_grp131.png,2019-04-05-10-55-20-214862-CAM2_not-labeled_grp131.png,not-labeled
131,2019-04-05-10-55-26-163447-CAM1_pe-hd-opaque_grp132.png,2019-04-05-10-55-25-427295-CAM2_pe-hd-opaque_grp132.png,pe-hd-opaque
132,2019-04-05-10-59-01-031652-CAM1_pet-clair_grp133.png,2019-04-05-10-59-00-318155-CAM2_pet-clair_grp133.png,pet-clair
133,2019-04-05-10-59-06-922844-CAM1_pet-clair_grp134.png,2019-04-05-10-59-06-253574-CAM2_pet-clair_grp134.png,pet-clair
134,2019-04-05-11-06-02-234719-CAM1_plusieurs-objets_grp135.png,2019-04-05-11-06-01-543667-CAM2_plusieurs-objets_grp135.png,plusieurs-objets
135,2019-04-05-11-06-21-086707-CAM1_plusieurs-objets_grp136.png,2019-04-05-11-06-20-397951-CAM2_plusieurs-objets_grp136.png,plusieurs-objets
136,2019-04-05-11-06-26-558099-CAM1_plusieurs-objets_grp137.png,2019-04-05-11-06-25-862121-CAM2_plusieurs-objets_grp137.png,plusieurs-objets
137,2019-04-05-11-06-44-769414-CAM1_plusieurs-objets_grp138.png,2019-04-05-11-06-44-075531-CAM2_plusieurs-objets_grp138.png,plusieurs-objets
138,2019-04-05-11-06-50-281964-CAM1_plusieurs-objets_grp139.png,2019-04-05-11-06-49-553516-CAM2_plusieurs-objets_grp139.png,plusieurs-objets
139,2019-04-05-11-06-55-833405-CAM1_plusieurs-objets_grp140.png,2019-04-05-11-06-55-107644-CAM2_plusieurs-objets_grp140.png,plusieurs-objets
140,2019-04-05-11-07-02-092095-CAM1_plusieurs-objets_grp141.png,2019-04-05-11-07-01-397467-CAM2_plusieurs-objets_grp141.png,plusieurs-objets
141,2019-04-05-11-07-36-274118-CAM1_plusieurs-objets_grp142.png,2019-04-05-11-07-35-612038-CAM2_plusieurs-objets_grp142.png,plusieurs-objets
142,2019-04-05-11-07-42-037805-CAM1_plusieurs-objets_grp143.png,2019-04-05-11-07-41-369584-CAM2_plusieurs-objets_grp143.png,plusieurs-objets
143,2019-04-05-11-07-54-355388-CAM1_plusieurs-objets_grp144.png,2019-04-05-11-07-53-678944-CAM2_plusieurs-objets_grp144.png,plusieurs-objets
144,2019-04-05-11-08-14-856833-CAM1_godet-vide_grp145.png,2019-04-05-11-08-14-167974-CAM2_godet-vide_grp145.png,godet-vide
145,2019-04-05-11-08-25-862715-CAM1_pet-clair_grp146.png,2019-04-05-11-08-25-177452-CAM2_pet-clair_grp146.png,pet-clair
146,2019-04-05-11-08-58-993560-CAM1_plusieurs-objets_grp147.png,2019-04-05-11-08-58-310837-CAM2_plusieurs-objets_grp147.png,plusieurs-objets
147,2019-04-05-11-09-05-391227-CAM1_plusieurs-objets_grp148.png,2019-04-05-11-09-04-703203-CAM2_plusieurs-objets_grp148.png,plusieurs-objets
148,2019-04-05-11-09-11-620272-CAM1_plusieurs-objets_grp149.png,2019-04-05-11-09-10-927518-CAM2_plusieurs-objets_grp149.png,plusieurs-objets
149,2019-04-05-11-09-28-173478-CAM1_godet-vide_grp150.png,2019-04-05-11-09-27-450016-CAM2_godet-vide_grp150.png,godet-vide
150,2019-04-05-11-09-34-735583-CAM1_pe-hd-opaque_grp151.png,2019-04-05-11-09-34-057809-CAM2_pe-hd-opaque_grp151.png,pe-hd-opaque
151,2019-04-05-11-09-40-708378-CAM1_godet-vide_grp152.png,2019-04-05-11-09-40-016815-CAM2_godet-vide_grp152.png,godet-vide
152,2019-04-05-11-09-46-087101-CAM1_godet-vide_grp153.png,2019-04-05-11-09-45-389731-CAM2_godet-vide_grp153.png,godet-vide
153,2019-04-05-11-09-52-877034-CAM1_pe-hd-opaque_grp154.png,2019-04-05-11-09-52-176234-CAM2_pe-hd-opaque_grp154.png,pe-hd-opaque
154,2019-04-05-11-09-58-717403-CAM1_pe-hd-opaque_grp155.png,2019-04-05-11-09-58-008683-CAM2_pe-hd-opaque_grp155.png,pe-hd-opaque
155,2019-04-05-11-10-05-853624-CAM1_godet-vide_grp156.png,2019-04-05-11-10-05-146992-CAM2_godet-vide_grp156.png,godet-vide
156,2019-04-05-11-10-13-315246-CAM1_godet-vide_grp157.png,2019-04-05-11-10-12-658107-CAM2_godet-vide_grp157.png,godet-vide
157,2019-04-05-11-10-19-477437-CAM1_pp_grp158.png,2019-04-05-11-10-18-817313-CAM2_pp_grp158.png,pp
158,2019-04-05-11-10-26-579836-CAM1_pp_grp159.png,2019-04-05-11-10-25-848643-CAM2_pp_grp159.png,pp
159,2019-04-05-11-10-32-089196-CAM1_pp_grp160.png,2019-04-05-11-10-31-396068-CAM2_pp_grp160.png,pp
160,2019-04-05-11-10-39-178635-CAM1_godet-vide_grp161.png,2019-04-05-11-10-38-442359-CAM2_godet-vide_grp161.png,godet-vide
161,2019-04-05-11-10-46-177452-CAM1_pp_grp162.png,2019-04-05-11-10-45-484526-CAM2_pp_grp162.png,pp
162,2019-04-05-11-10-53-239748-CAM1_pp_grp163.png,2019-04-05-11-10-52-515517-CAM2_pp_grp163.png,pp
163,2019-04-05-11-10-59-288280-CAM1_pp_grp164.png,2019-04-05-11-10-58-623820-CAM2_pp_grp164.png,pp
164,2019-04-05-11-11-06-696359-CAM1_pp_grp165.png,2019-04-05-11-11-05-993920-CAM2_pp_grp165.png,pp
165,2019-04-05-11-11-13-072951-CAM1_godet-vide_grp166.png,2019-04-05-11-11-12-419047-CAM2_godet-vide_grp166.png,godet-vide
166,2019-04-05-11-11-19-153446-CAM1_godet-vide_grp167.png,2019-04-05-11-11-18-438880-CAM2_godet-vide_grp167.png,godet-vide
167,2019-04-05-11-11-24-782778-CAM1_pe-hd-opaque_grp168.png,2019-04-05-11-11-24-070328-CAM2_pe-hd-opaque_grp168.png,pe-hd-opaque
168,2019-04-05-11-11-30-617929-CAM1_pe-hd-opaque_grp169.png,2019-04-05-11-11-29-935684-CAM2_pe-hd-opaque_grp169.png,pe-hd-opaque
169,2019-04-05-11-11-36-053848-CAM1_godet-vide_grp170.png,2019-04-05-11-11-35-359432-CAM2_godet-vide_grp170.png,godet-vide
170,2019-04-05-11-11-41-529704-CAM1_godet-vide_grp171.png,2019-04-05-11-11-40-822220-CAM2_godet-vide_grp171.png,godet-vide
171,2019-04-05-11-11-46-845423-CAM1_pp_grp172.png,2019-04-05-11-11-46-154724-CAM2_pp_grp172.png,pp
172,2019-04-05-11-12-35-359810-CAM1_pp_grp173.png,2019-04-05-11-12-34-651233-CAM2_pp_grp173.png,pp
173,2019-04-05-11-12-46-030089-CAM1_pp_grp174.png,2019-04-05-11-12-45-330503-CAM2_pp_grp174.png,pp
174,2019-04-05-11-12-52-779128-CAM1_pp_grp175.png,2019-04-05-11-12-52-051046-CAM2_pp_grp175.png,pp
175,2019-04-05-11-12-57-919512-CAM1_pp_grp176.png,2019-04-05-11-12-57-261619-CAM2_pp_grp176.png,pp
176,2019-04-05-11-13-04-900551-CAM1_godet-vide_grp177.png,2019-04-05-11-13-04-170759-CAM2_godet-vide_grp177.png,godet-vide
177,2019-04-05-11-13-11-622744-CAM1_pp_grp178.png,2019-04-05-11-13-10-969999-CAM2_pp_grp178.png,pp
178,2019-04-05-11-13-16-803757-CAM1_pp_grp179.png,2019-04-05-11-13-16-088038-CAM2_pp_grp179.png,pp
179,2019-04-05-11-13-23-677054-CAM1_godet-vide_grp180.png,2019-04-05-11-13-22-986882-CAM2_godet-vide_grp180.png,godet-vide
180,2019-04-05-11-13-30-453251-CAM1_pet-barquette-opaque_grp181.png,2019-04-05-11-13-29-754829-CAM2_pet-barquette-opaque_grp181.png,pet-barquette-opaque
